"elderly_id","name","age","zipcode","city","state","needs"
389,"Kang, Kelsey",84,68023,"Fort Calhoun","NE","Respite care (for family caregivers), Assistive technology training, Volunteer coordination, Home maintenance (minor repairs), Financial management assistance (budgeting), Home safety assessments, Financial management assistance (budgeting), Senior center activities"
390,"al-Moussa, Sahheeda",72,82901,"Rock Springs","WY","Tech support (computers, phones), Legal assistance referrals, Grocery shopping, Gardening, Tech support (computers, phones), Assistive technology training, Fall prevention assistance, Pet care, Assistive technology training, Home maintenance (minor repairs)"
391,"Swayze, Johnson",93,50304,"Des Moines","IA","Financial management assistance (budgeting), Accessibility modifications (home), Arts and crafts activities, Gardening, Home maintenance (minor repairs)"
392,"Lee, Khulan",92,99614,"Kipnuk","AK","Travel companionship, Transportation to appointments, Home safety assessments, Gardening, Arts and crafts activities, Gardening, Respite care (for family caregivers)"
393,"Flores, David",84,3874,"Seabrook","NH","Gardening, Playing games (cards, board games), Volunteer coordination, Fall prevention assistance, Personal care (dressing, bathing - non-medical), Arts and crafts activities, Housekeeping, Accessibility modifications (home)"
394,"Geer, Carl",92,54741,"Fairchild","WI","Music and entertainment, Gardening, Home maintenance (minor repairs), Arts and crafts activities, Arts and crafts activities, Playing games (cards, board games)"
395,"Wong, Sabrina",82,13420,"Old Forge","NY","Grocery shopping, Pet care, Errands (post office, dry cleaning), Errands (post office, dry cleaning), Grocery shopping, Music and entertainment, Companionship (social activities)"
396,"Clark, Nia",70,2857,"North Scituate","RI","Respite care (for family caregivers)"
397,"Bernabe, Sara",68,58503,"Bismarck","ND","Tech support (computers, phones), Playing games (cards, board games), Legal assistance referrals, Assistive technology training, Grocery shopping, Tech support (computers, phones), Accessibility modifications (home), Transportation to appointments"
398,"Schuler, Cheyanne",77,81087,"Vilas","CO","Respite care (for family caregivers), Fall prevention assistance, Home safety assessments, Personal care (dressing, bathing - non-medical), Educational programs, Home maintenance (minor repairs), Home safety assessments, Social event planning, Respite care (for family caregivers), Gardening"
399,"Cruz, Cassidy",81,25868,"Lookout","WV","Cooking meals, Arts and crafts activities, Personal care (dressing, bathing - non-medical), Home safety assessments, Transportation to appointments, Accessibility modifications (home), Senior center activities, Assistive technology training, Mental wellness support (non-clinical)"
400,"al-Moussa, Waail",83,93272,"Tipton","CA","Senior center activities, Respite care (for family caregivers), Errands (post office, dry cleaning), Walking/exercise assistance, Gardening, Music and entertainment, Respite care (for family caregivers)"
401,"Larsen, Ethan",78,62890,"Thompsonville","IL","Playing games (cards, board games), Financial management assistance (budgeting), Companionship (social activities), Personal care (dressing, bathing - non-medical), Housekeeping, Music and entertainment, Accessibility modifications (home)"
402,"Velazquez, Christopher",71,70586,"Ville Platte","LA","Assistive technology training, Home safety assessments, Financial management assistance (budgeting), Travel companionship, Transportation to appointments"
403,"el-Masih, Atiyya",95,91605,"North Hollywood","CA","Companionship (social activities), Legal assistance referrals, Cooking meals, Reading aloud (books, newspapers), Walking/exercise assistance, Medication reminders (non-medical), Senior center activities, Accessibility modifications (home)"
404,"Tekumalla, Jaydon",92,33261,"Miami","FL","Reading aloud (books, newspapers)"
405,"Jackson, Thailia",79,31525,"Brunswick","GA","Playing games (cards, board games), Home maintenance (minor repairs), Playing games (cards, board games), Arts and crafts activities, Grocery shopping, Home safety assessments, Financial management assistance (budgeting)"
406,"Lor, Crystal",87,29038,"Cope","SC","Arts and crafts activities, Volunteer coordination, Gardening, Home safety assessments, Accessibility modifications (home), Arts and crafts activities, Respite care (for family caregivers), Gardening, Personal care (dressing, bathing - non-medical)"
407,"al-Dallal, Suhaib",89,43152,"South Bloomingville","OH","Tech support (computers, phones), Social event planning"
408,"Mendoza, Sidney",66,29527,"Conway","SC","Transportation to appointments, Senior center activities, Playing games (cards, board games), Errands (post office, dry cleaning), Pet care, Mental wellness support (non-clinical)"
409,"Alexander, Dominic",80,64180,"Kansas City","MO","Financial management assistance (budgeting), Medication reminders (non-medical), Social event planning"
410,"Shurley, Nathaniel",85,1096,"Williamsburg","MA","Home safety assessments, Home maintenance (minor repairs), Gardening, Mental wellness support (non-clinical)"
411,"el-Gad, Sukaina",67,80527,"Fort Collins","CO","Gardening, Reading aloud (books, newspapers), Senior center activities, Housekeeping, Travel companionship, Playing games (cards, board games), Music and entertainment, Educational programs"
412,"Letteney, Salvatore",67,14683,"Rochester","NY","Fall prevention assistance, Respite care (for family caregivers), Educational programs, Assistive technology training, Arts and crafts activities, Accessibility modifications (home), Respite care (for family caregivers), Financial management assistance (budgeting)"
413,"Mekonnen, Essence",72,72841,"Harvey","AR","Housekeeping, Pet care, Music and entertainment"
414,"el-Salik, Baasim",88,20662,"Nanjemoy","MD","Educational programs, Assistive technology training, Cooking meals, Accessibility modifications (home)"
415,"Atene, Richard",78,85285,"Tempe","AZ","Companionship (social activities), Volunteer coordination, Arts and crafts activities, Reading aloud (books, newspapers), Gardening, Educational programs, Legal assistance referrals, Companionship (social activities), Reading aloud (books, newspapers), Respite care (for family caregivers)"
416,"Liu, Jordan",82,85367,"Yuma","AZ","Social event planning, Arts and crafts activities, Legal assistance referrals"
417,"Campbell, Lauren",83,94146,"San Francisco","CA","Tech support (computers, phones), Arts and crafts activities, Cooking meals, Errands (post office, dry cleaning), Mental wellness support (non-clinical)"
418,"Cheng, Anthony",81,82939,"Mountain View","WY","Errands (post office, dry cleaning), Medication reminders (non-medical), Grocery shopping, Home maintenance (minor repairs), Transportation to appointments, Companionship (social activities), Tech support (computers, phones), Errands (post office, dry cleaning), Educational programs, Medication reminders (non-medical)"
419,"Torvik, Samantha",82,48819,"Dansville","MI","Errands (post office, dry cleaning), Walking/exercise assistance, Music and entertainment, Pet care, Housekeeping, Legal assistance referrals, Transportation to appointments, Music and entertainment, Grocery shopping, Reading aloud (books, newspapers)"
420,"Amdur, Ryan",74,63169,"Saint Louis","MO","Accessibility modifications (home), Playing games (cards, board games), Tech support (computers, phones), Errands (post office, dry cleaning), Gardening, Music and entertainment, Personal care (dressing, bathing - non-medical), Financial management assistance (budgeting), Educational programs"
421,"el-Bashir, Awn",80,58049,"Kathryn","ND","Home safety assessments"
422,"Holm, Onthima",83,19060,"Garnet Valley","PA","Cooking meals, Financial management assistance (budgeting), Tech support (computers, phones), Transportation to appointments, Home safety assessments, Mental wellness support (non-clinical), Legal assistance referrals, Accessibility modifications (home), Accessibility modifications (home)"
423,"al-Sadri, Ghaali",72,38874,"Toccopola","MS","Walking/exercise assistance, Cooking meals, Walking/exercise assistance"
424,"Phu, Sarah",83,85025,"Phoenix","AZ","Financial management assistance (budgeting), Financial management assistance (budgeting), Financial management assistance (budgeting), Home maintenance (minor repairs), Home safety assessments"
425,"al-Ayoob, Saajida",84,78780,"Austin","TX","Tech support (computers, phones), Music and entertainment, Companionship (social activities), Educational programs, Tech support (computers, phones), Respite care (for family caregivers), Playing games (cards, board games), Fall prevention assistance"
426,"Liang, Isaac",83,79917,"El Paso","TX","Arts and crafts activities"
427,"al-Latif, Safiyya",93,40316,"Denniston","KY","Home maintenance (minor repairs), Playing games (cards, board games), Home maintenance (minor repairs), Companionship (social activities), Grocery shopping, Companionship (social activities), Music and entertainment"
428,"Owusu Ansah, Ashley",75,66733,"Erie","KS","Reading aloud (books, newspapers), Personal care (dressing, bathing - non-medical), Errands (post office, dry cleaning), Playing games (cards, board games), Educational programs, Mental wellness support (non-clinical), Walking/exercise assistance"
429,"Kimble, Brianna",95,49894,"Wells","MI","Travel companionship, Fall prevention assistance, Music and entertainment, Reading aloud (books, newspapers), Reading aloud (books, newspapers), Walking/exercise assistance, Legal assistance referrals"
430,"Zuniga, Alex",91,65275,"Paris","MO","Accessibility modifications (home), Assistive technology training, Educational programs, Reading aloud (books, newspapers), Accessibility modifications (home), Assistive technology training, Educational programs, Transportation to appointments, Assistive technology training, Educational programs"
431,"al-Malek, Sumaita",72,72438,"Leachville","AR","Fall prevention assistance, Walking/exercise assistance, Personal care (dressing, bathing - non-medical), Companionship (social activities), Playing games (cards, board games), Gardening"
