"volunteer_id","name","major_city","state","skills","availability"
349,"Nguyen, Savion","Conroe","TX","Housekeeping and cleaning, Walking and exercise assistance, Respite care (for family caregivers), Playing games (cards, board games), Social event planning, Travel companionship, Transportation (driving, accompanying), Reading aloud (books, newspapers)","Tue 14-17, Mon 9-12"
350,"al-Hasan, Khaleela","Springdale","MT","Educational program development, Transportation (driving, accompanying), Pet care (walking, feeding), Volunteer coordination, Housekeeping and cleaning, Legal assistance referrals","Tue 14-17, Tue 14-17, Mon 9-12"
351,"el-Nagi, Nameera","Tacoma","WA","Housekeeping and cleaning, Medication reminders (non-medical), Home safety assessments, Mental wellness support (non-clinical), Assistive technology training","Tue 14-17, Mon 9-12"
352,"Yim, Danielle","San Francisco","CA","Transportation (driving, accompanying), Medication reminders (non-medical), Medication reminders (non-medical), Legal assistance referrals","Mon 9-12, Mon 9-12"
353,"Gutierrez, Jessie","Ironia","NJ","Housekeeping and cleaning","Tue 14-17, Mon 9-12, Mon 9-12"
354,"Bost, Cochise","West Elizabeth","PA","Assistive technology training, Assistive technology training, Music and entertainment (playing instruments, singing), Senior center activities organization, Companionship (social outings, visits), Music and entertainment (playing instruments, singing)","Mon 9-12, Mon 9-12"
355,"Beadle, Senceri","Houston","TX","Running errands (post office, pharmacy)","Tue 14-17, Mon 9-12"
356,"Nguyen, Lois","West Springfield","PA","Arts and crafts instruction, Assistive technology training, Personal care assistance (dressing, bathing), Reading aloud (books, newspapers), Respite care (for family caregivers)","Tue 14-17, Mon 9-12, Tue 14-17"
357,"al-Popal, Khaleela","Salem","AR","Medication reminders (non-medical), Respite care (for family caregivers), Social event planning","Mon 9-12, Mon 9-12, Tue 14-17"
358,"Lor, Blake","Van Buren Point","NY","Gardening and yard work, Meal preparation and cooking","Mon 9-12, Tue 14-17"
359,"Mireles, Yesenia","Rochester","NY","Volunteer coordination, Legal assistance referrals, Respite care (for family caregivers)","Mon 9-12, Tue 14-17, Mon 9-12"
360,"Nakai, Destin","Abita Springs","LA","Respite care (for family caregivers)","Tue 14-17, Tue 14-17"
361,"Reed, Chau","Hannacroix","NY","Assistive technology training, Walking and exercise assistance, Running errands (post office, pharmacy), Grocery shopping assistance, Financial management assistance (budgeting), Playing games (cards, board games), Travel companionship","Mon 9-12, Tue 14-17"
362,"Stollsteimer, Paola","Filion","MI","Housekeeping and cleaning, Gardening and yard work, Mental wellness support (non-clinical), Volunteer coordination, Home safety assessments, Home safety assessments, Assistive technology training","Mon 9-12, Mon 9-12, Mon 9-12"
363,"Chase, Geneva","San Bernardino","CA","Minor home repairs (plumbing, electrical), Volunteer coordination, Respite care (for family caregivers), Senior center activities organization","Tue 14-17, Mon 9-12"
364,"Rodriguez, Elijah","Jackson","AL","Fall prevention assistance, Walking and exercise assistance, Senior center activities organization, Walking and exercise assistance","Tue 14-17, Mon 9-12, Mon 9-12"
365,"el-Galla, Azza","Lancaster","VA","Reading aloud (books, newspapers)","Tue 14-17, Mon 9-12, Mon 9-12"
366,"Chavez, Alejandra","Teays","WV","Senior center activities organization, Medication reminders (non-medical), Tech support (computers, phones, tablets), Senior center activities organization, Home accessibility modifications, Respite care (for family caregivers), Companionship (social outings, visits)","Tue 14-17, Mon 9-12, Mon 9-12"
367,"Sturgeon, Alyce","Chandler","IN","Arts and crafts instruction, Home accessibility modifications, Respite care (for family caregivers), Tech support (computers, phones, tablets), Walking and exercise assistance, Housekeeping and cleaning, Educational program development","Mon 9-12, Tue 14-17"
368,"Simmons, Christopher","Washington","VT","Assistive technology training, Companionship (social outings, visits), Personal care assistance (dressing, bathing), Home accessibility modifications, Mental wellness support (non-clinical)","Tue 14-17, Mon 9-12, Tue 14-17"
369,"Lai, Alexandria","Meridian","MS","Volunteer coordination, Reading aloud (books, newspapers), Home safety assessments, Medication reminders (non-medical), Grocery shopping assistance, Educational program development, Reading aloud (books, newspapers)","Mon 9-12, Mon 9-12, Mon 9-12"
370,"Olivas-Lujan, Miguel","Crestwood","IL","Music and entertainment (playing instruments, singing), Walking and exercise assistance, Housekeeping and cleaning, Personal care assistance (dressing, bathing), Gardening and yard work, Housekeeping and cleaning, Volunteer coordination","Mon 9-12, Mon 9-12, Tue 14-17"
371,"el-Hussain, Naseefa","North Bennington","VT","Housekeeping and cleaning, Arts and crafts instruction, Pet care (walking, feeding), Legal assistance referrals, Legal assistance referrals, Companionship (social outings, visits)","Mon 9-12, Tue 14-17"
372,"Peters, Jarett","Sutherlin","OR","Fall prevention assistance, Arts and crafts instruction, Housekeeping and cleaning, Arts and crafts instruction, Personal care assistance (dressing, bathing), Home safety assessments, Pet care (walking, feeding)","Tue 14-17, Tue 14-17"
373,"Blair, Jenny","New Salisbury","IN","Fall prevention assistance, Housekeeping and cleaning, Educational program development, Pet care (walking, feeding), Mental wellness support (non-clinical), Tech support (computers, phones, tablets), Grocery shopping assistance","Mon 9-12, Mon 9-12"
374,"Vu, Nishal","Boise","ID","Grocery shopping assistance, Legal assistance referrals, Companionship (social outings, visits), Music and entertainment (playing instruments, singing), Pet care (walking, feeding), Transportation (driving, accompanying)","Tue 14-17, Tue 14-17, Tue 14-17"
375,"Duarte, Daniel","Johnson City","TN","Playing games (cards, board games), Tech support (computers, phones, tablets), Playing games (cards, board games)","Tue 14-17, Mon 9-12"
376,"Nguyen, Christine","Woodlyn","PA","Companionship (social outings, visits), Grocery shopping assistance, Volunteer coordination, Personal care assistance (dressing, bathing), Meal preparation and cooking, Personal care assistance (dressing, bathing), Volunteer coordination","Mon 9-12, Mon 9-12"
377,"Stieb, Ona","Thomas","WV","Personal care assistance (dressing, bathing), Meal preparation and cooking, Tech support (computers, phones, tablets), Reading aloud (books, newspapers), Respite care (for family caregivers)","Tue 14-17, Tue 14-17"
378,"Rico, Stephanie","Saint Louis","MO","Medication reminders (non-medical), Running errands (post office, pharmacy), Financial management assistance (budgeting), Educational program development, Tech support (computers, phones, tablets), Home safety assessments","Mon 9-12, Mon 9-12, Mon 9-12"
379,"el-Zafar, Shaamikh","Indiahoma","OK","Pet care (walking, feeding), Personal care assistance (dressing, bathing), Senior center activities organization, Fall prevention assistance","Tue 14-17, Tue 14-17, Tue 14-17"
380,"Holstead, Estefania","Moreno Valley","CA","Fall prevention assistance, Educational program development","Mon 9-12, Tue 14-17, Tue 14-17"
381,"Wheeler, Alissa","Bolton","NC","Medication reminders (non-medical), Pet care (walking, feeding), Gardening and yard work, Playing games (cards, board games), Walking and exercise assistance, Assistive technology training, Financial management assistance (budgeting)","Mon 9-12, Mon 9-12, Mon 9-12"
382,"Mullins, Tanner","Dimmitt","TX","Meal preparation and cooking, Respite care (for family caregivers), Walking and exercise assistance, Volunteer coordination, Music and entertainment (playing instruments, singing), Fall prevention assistance, Home accessibility modifications","Tue 14-17, Tue 14-17, Tue 14-17"
383,"Salle, Peter","Monroeville","IN","Running errands (post office, pharmacy), Reading aloud (books, newspapers), Walking and exercise assistance, Minor home repairs (plumbing, electrical)","Tue 14-17, Tue 14-17"
384,"Weldemariam, Isaiah","Milwaukee","WI","Volunteer coordination, Personal care assistance (dressing, bathing)","Tue 14-17, Mon 9-12, Mon 9-12"
385,"el-Haque, Zumruda","Stephentown","NY","Transportation (driving, accompanying), Assistive technology training, Housekeeping and cleaning, Educational program development, Arts and crafts instruction, Walking and exercise assistance","Mon 9-12, Mon 9-12, Tue 14-17"
386,"Wright Foster, Maxwell","Augusta","IL","Gardening and yard work","Mon 9-12, Mon 9-12"
387,"Whiteskunk, Kamee","Bath","PA","Running errands (post office, pharmacy), Pet care (walking, feeding), Gardening and yard work, Transportation (driving, accompanying), Legal assistance referrals, Respite care (for family caregivers)","Mon 9-12, Tue 14-17"
388,"el-Maroun, Zaki","Fort Howard","MD","Home accessibility modifications, Walking and exercise assistance, Volunteer coordination, Tech support (computers, phones, tablets)","Tue 14-17, Mon 9-12, Mon 9-12"
389,"Tran, Mary","Cheshire","CT","Personal care assistance (dressing, bathing), Arts and crafts instruction","Mon 9-12, Mon 9-12, Mon 9-12"
390,"al-Salih, Hasan","Lewisport","KY","Arts and crafts instruction, Transportation (driving, accompanying), Respite care (for family caregivers), Legal assistance referrals, Fall prevention assistance, Travel companionship, Home accessibility modifications, Gardening and yard work","Mon 9-12, Mon 9-12, Mon 9-12"
391,"Fox, Benjamin","Greensburg","KY","Pet care (walking, feeding), Transportation (driving, accompanying), Housekeeping and cleaning, Educational program development, Assistive technology training, Transportation (driving, accompanying), Home safety assessments, Minor home repairs (plumbing, electrical)","Tue 14-17, Mon 9-12"
392,"Segura Hernandez, Annabelle","Houston","TX","Housekeeping and cleaning, Educational program development, Reading aloud (books, newspapers), Respite care (for family caregivers), Respite care (for family caregivers)","Mon 9-12, Mon 9-12, Tue 14-17"
393,"el-Muhammed, Tareefa","Winona","MN","Fall prevention assistance, Home accessibility modifications, Senior center activities organization, Meal preparation and cooking, Music and entertainment (playing instruments, singing), Reading aloud (books, newspapers), Music and entertainment (playing instruments, singing)","Tue 14-17, Mon 9-12, Tue 14-17"
394,"Valencia-Perez, Octavio","Desert Center","CA","Assistive technology training, Respite care (for family caregivers), Music and entertainment (playing instruments, singing), Grocery shopping assistance, Playing games (cards, board games), Arts and crafts instruction, Companionship (social outings, visits), Playing games (cards, board games)","Mon 9-12, Mon 9-12"
395,"al-Mady, Shukri","New Glarus","WI","Companionship (social outings, visits), Home accessibility modifications, Volunteer coordination","Tue 14-17, Mon 9-12, Tue 14-17"
396,"White, Qierra","Beaver Falls","NY","Companionship (social outings, visits), Social event planning, Financial management assistance (budgeting)","Mon 9-12, Tue 14-17"
397,"Lee, Devika","York","PA","Minor home repairs (plumbing, electrical), Assistive technology training, Walking and exercise assistance, Grocery shopping assistance, Home safety assessments, Home accessibility modifications","Tue 14-17, Mon 9-12"
398,"Pong, Rohan","Urbana","IN","Personal care assistance (dressing, bathing), Assistive technology training, Legal assistance referrals, Home safety assessments","Tue 14-17, Tue 14-17"
399,"Spann, Antonio","Hudson","WI","Running errands (post office, pharmacy)","Mon 9-12, Tue 14-17"
400,"el-Tawil, Shakoora","Bankston","AL","Fall prevention assistance, Arts and crafts instruction, Home safety assessments, Minor home repairs (plumbing, electrical)","Mon 9-12, Mon 9-12, Tue 14-17"
401,"Pullen, Cash","Spickard","MO","Pet care (walking, feeding), Arts and crafts instruction, Senior center activities organization, Volunteer coordination, Tech support (computers, phones, tablets)","Tue 14-17, Mon 9-12"
